word,chinese,type,definition,level,has_image
piston,活塞,Engineering & Architecture,A component that moves up and down inside a cylinder in an engine,senior,1
pneumatic,氣動的,Engineering & Architecture,Operated by or using compressed air,senior,1
prefabricate,預製,Engineering & Architecture,To manufacture building components in a factory before assembly on site,senior,1
prototype,原型,Engineering & Architecture,An early model of a product built to test and refine a design concept,senior,1
pulley,滑輪,Engineering & Architecture,A wheel with a groove used with a rope or belt to lift heavy loads,senior,1
pump,泵浦,Engineering & Architecture,A device that moves fluids or gases by mechanical action,senior,1
rebar,鋼筋,Engineering & Architecture,Steel bars embedded in concrete to increase its tensile strength,senior,1
schematic,電路圖,Engineering & Architecture,A diagram that represents the elements of a system using symbols,senior,1
shaft,軸,Engineering & Architecture,"A long, narrow rod that transmits rotational motion in machinery",senior,1
shear,剪力,Engineering & Architecture,A force that causes parts of a material to slide past each other,senior,1
span,跨距,Engineering & Architecture,"The distance between two structural supports, such as bridge piers",senior,1
specification,規格,Engineering & Architecture,A detailed description of the requirements for a material or design,senior,1
sprocket,鏈輪,Engineering & Architecture,A toothed wheel that engages with a chain to transmit motion,senior,1
strut,支撐桿,Engineering & Architecture,A structural member designed to resist compression forces,senior,1
surveying,測量,Engineering & Architecture,The science of determining the positions and distances of points on Earth,senior,1
tensile,拉伸的,Engineering & Architecture,Relating to the ability of a material to withstand pulling forces,senior,1
truss,桁架,Engineering & Architecture,A framework of beams forming rigid triangular units for structural support,senior,1
turbine,渦輪機,Engineering & Architecture,A machine that converts fluid or gas energy into rotational mechanical energy,senior,1
torque wrench,扭力扳手,Engineering & Architecture,A tool used to apply a specific amount of rotational force to a fastener,senior,1
wattage,瓦特數,Engineering & Architecture,The amount of electrical power measured in watts,senior,1
ampere,安培,Engineering & Architecture,The standard unit of electric current,senior,1
condenser,冷凝器,Engineering & Architecture,A device used to cool gas or vapor into a liquid,senior,1
flywheel,飛輪,Engineering & Architecture,A heavy rotating wheel that stores kinetic energy in a machine,senior,1
centrifugal,離心的,Engineering & Architecture,Moving or directed away from the center of rotation,senior,1
centripetal,向心的,Engineering & Architecture,Moving or directed toward the center of rotation,senior,1
structural,結構的,Engineering & Architecture,Relating to the arrangement and support elements of a building or object,senior,1
tensioner,張緊器,Engineering & Architecture,"A device that maintains proper tension in belts, chains, or cables",senior,1
substation,變電所,Engineering & Architecture,A facility that transforms electrical voltage for distribution,senior,1
switchgear,開關設備,Engineering & Architecture,"Equipment used to control, protect, and isolate electrical circuits",senior,1
retrofit,改裝,Engineering & Architecture,To add new components or technology to an existing structure or system,senior,1
balustrade,欄杆,Engineering & Architecture,A railing supported by short pillars along the edge of a balcony or staircase,senior,1
buttress,扶壁,Engineering & Architecture,A projecting support built against a wall to reinforce it,senior,1
cupola,圓頂,Engineering & Architecture,A small dome-like structure on top of a roof,senior,1
dormer,老虎窗,Engineering & Architecture,A window set vertically in a structure projecting from a sloping roof,senior,1
eave,屋簷,Engineering & Architecture,The part of a roof that overhangs the walls of a building,senior,1
facade,建築正面,Engineering & Architecture,"The front face of a building, especially one with decorative features",senior,1
gable,山牆,Engineering & Architecture,The triangular portion of a wall between the edges of a sloping roof,senior,1
lintel,過樑,Engineering & Architecture,A horizontal beam across the top of a door or window opening,senior,1
parapet,女兒牆,Engineering & Architecture,"A low wall along the edge of a roof, bridge, or balcony",senior,1
pediment,三角楣,Engineering & Architecture,A triangular decorative element above the entrance of a classical building,senior,1
portico,門廊,Engineering & Architecture,A porch with a roof supported by columns at the entrance of a building,senior,1
skylight,天窗,Engineering & Architecture,A window installed in a roof to admit natural light,senior,1
spire,尖塔,Engineering & Architecture,"A tall, pointed structure on top of a tower or church",senior,1
terrace,露台,Engineering & Architecture,"A flat, paved outdoor area adjoining a building",senior,1
turret,角樓,Engineering & Architecture,"A small tower projecting from a building, usually at a corner",senior,1
vault,拱頂,Engineering & Architecture,An arched ceiling or roof structure in architecture,senior,1
vestibule,門廳,Engineering & Architecture,An enclosed entrance area between the outer door and the main building,senior,1
wainscot,護牆板,Engineering & Architecture,Wooden paneling covering the lower portion of an interior wall,senior,1
colonnade,柱廊,Engineering & Architecture,A row of evenly spaced columns supporting a roof or entablature,senior,1
cornice,飛簷,Engineering & Architecture,A decorative horizontal molding along the top of a wall or building,senior,1
arcade,拱廊,Engineering & Architecture,A covered passageway with arches along one or both sides,senior,1
reinforced concrete,鋼筋混凝土,Engineering & Architecture,Concrete strengthened by embedding steel bars within it,senior,1
prestressed concrete,預力混凝土,Engineering & Architecture,Concrete in which internal stresses are introduced to counteract loads,senior,1
tensile strength,抗拉強度,Engineering & Architecture,The maximum pulling force a material can withstand before breaking,senior,1
compressive strength,抗壓強度,Engineering & Architecture,The maximum pushing force a material can withstand before failing,senior,1
load distribution,荷載分布,Engineering & Architecture,The way weight or force is spread across a structural element,senior,1
cantilever bridge,懸臂橋,Engineering & Architecture,A bridge built using cantilevers projecting from each side,senior,1
